timestamp,user_id,ip_address,location,device_type,browser,login_success,location_risk,device_risk,browser_risk,time_risk,failed_attempt_risk,total_risk
1719852294.581284,user_118,81.169.217.235,Unknown,desktop,Edge,0,0.8,0.2,0.5,0.2,0.8,0.5
1730565894.581284,user_29,235.77.182.171,London,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1722962694.581284,user_481,92.180.133.64,Paris,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1736441094.581284,user_78,46.230.95.79,Tokyo,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1735317894.581284,user_316,195.68.150.245,London,desktop,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1714841094.581284,user_473,222.52.105.45,New York,desktop,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1725381894.581284,user_190,26.52.40.43,Berlin,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1725813894.581284,user_296,163.29.110.153,Berlin,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1734713094.581284,user_491,15.154.52.213,London,desktop,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1718642694.581284,user_15,84.108.250.99,New York,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1713545094.581284,user_881,16.69.189.120,New York,mobile,Safari,0,0.2,0.6,0.1,0.2,0.8,0.38
1733762694.581284,user_848,120.102.162.27,Unknown,desktop,Chrome,0,0.8,0.2,0.1,0.2,0.8,0.42000000000000004
1734108294.581284,user_553,205.104.77.28,Paris,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1707583494.581284,user_475,160.123.82.24,Berlin,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1721666694.581284,user_102,116.232.135.203,Tokyo,mobile,Firefox,0,0.2,0.6,0.1,0.2,0.8,0.38
1732639494.581284,user_195,163.110.109.58,London,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1736268294.581284,user_751,105.166.131.150,Unknown,mobile,Chrome,1,0.8,0.6,0.1,0.2,0.1,0.36
1713458694.581284,user_786,92.48.152.218,Berlin,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1707842694.581284,user_790,239.100.72.38,Paris,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1730306694.581284,user_738,137.157.204.29,Unknown,desktop,Chrome,1,0.8,0.2,0.1,0.2,0.1,0.28
1720111494.581284,user_379,207.191.90.156,Unknown,mobile,Safari,0,0.8,0.6,0.1,0.2,0.8,0.5
1716050694.581284,user_490,145.249.231.34,London,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1711817094.581284,user_206,214.51.48.247,Paris,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1707842694.581284,user_965,124.211.75.244,Sydney,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1723653894.581284,user_362,197.250.189.101,Sydney,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1710521094.581284,user_289,229.56.62.16,Tokyo,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1713026694.581284,user_927,139.35.220.39,London,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1733849094.581284,user_400,133.246.138.28,Tokyo,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1705941894.581284,user_140,247.232.164.15,Tokyo,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1716223494.581284,user_734,152.159.236.204,Unknown,mobile,Edge,1,0.8,0.6,0.5,0.2,0.1,0.44000000000000006
1707583494.581284,user_38,46.251.217.71,Sydney,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1715618694.581284,user_339,6.108.147.252,Berlin,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1715359494.581284,user_892,122.14.13.71,London,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1736873094.581284,user_791,161.65.89.246,Paris,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1723567494.581284,user_628,147.224.141.254,Paris,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1708879494.581284,user_87,248.118.194.63,Sydney,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1724172294.581284,user_157,153.236.185.31,Paris,desktop,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1725468294.581284,user_15,230.90.154.72,Paris,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1722617094.581284,user_87,244.31.59.90,New York,tablet,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1733244294.581284,user_150,34.180.138.115,Tokyo,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1728319494.581284,user_206,92.84.73.101,Unknown,desktop,Chrome,1,0.8,0.2,0.1,0.2,0.1,0.28
1717001094.581284,user_245,124.16.74.198,Unknown,tablet,Safari,1,0.8,0.2,0.1,0.2,0.1,0.28
1714149894.581284,user_267,17.131.204.10,Sydney,tablet,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1732985094.581284,user_448,251.110.201.111,Paris,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1726073094.581284,user_101,134.67.105.23,New York,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1709743494.581284,user_854,233.250.5.15,London,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1719765894.581284,user_459,222.110.198.62,Unknown,tablet,Safari,1,0.8,0.2,0.1,0.2,0.1,0.28
1720975494.581284,user_706,160.135.79.167,Sydney,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1716741894.581284,user_279,165.122.38.169,Tokyo,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1711903494.581284,user_318,68.191.241.1,London,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1717519494.581284,user_801,64.8.239.5,London,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1728060294.581284,user_208,65.123.130.210,Tokyo,desktop,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1718988294.581284,user_927,201.124.36.143,Unknown,desktop,Safari,1,0.8,0.2,0.1,0.2,0.1,0.28
1735490694.581284,user_499,70.74.73.65,Tokyo,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1734885894.581284,user_738,167.250.47.52,Paris,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1722185094.581284,user_521,196.195.37.59,Sydney,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1715013894.581284,user_387,48.74.236.182,London,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1706028294.581284,user_251,187.9.34.178,Sydney,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1714409094.581284,user_399,14.173.34.75,Unknown,mobile,Edge,0,0.8,0.6,0.5,0.2,0.8,0.5800000000000001
1707151494.581284,user_692,188.205.177.229,Sydney,mobile,Chrome,0,0.2,0.6,0.1,0.2,0.8,0.38
1726591494.581284,user_392,105.92.107.21,Paris,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1733071494.581284,user_566,141.168.104.235,Tokyo,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1716396294.581284,user_558,143.97.144.34,Paris,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1712853894.581284,user_226,134.72.106.169,Tokyo,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1720629894.581284,user_943,40.205.179.139,Paris,desktop,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1712335494.581284,user_32,174.113.103.8,London,mobile,Safari,0,0.2,0.6,0.1,0.2,0.8,0.38
1737132294.581284,user_350,215.232.5.9,Unknown,mobile,Safari,1,0.8,0.6,0.1,0.2,0.1,0.36
1712508294.581284,user_85,75.6.31.195,Tokyo,desktop,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1736959494.581284,user_901,247.165.238.252,London,desktop,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1708015494.581284,user_998,146.254.127.14,Sydney,tablet,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1715359494.581284,user_784,87.153.190.69,Paris,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1727541894.581284,user_703,138.119.154.232,Tokyo,desktop,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1711039494.581284,user_506,87.206.152.103,Sydney,tablet,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1721753094.581284,user_813,89.136.132.128,Berlin,tablet,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1732553094.581284,user_776,225.236.165.37,Berlin,tablet,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1707151494.581284,user_279,181.133.155.197,Sydney,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1713545094.581284,user_829,121.75.240.57,Berlin,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1724604294.581284,user_1,77.82.57.76,Paris,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1708015494.581284,user_762,68.245.42.102,New York,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1713026694.581284,user_812,29.99.220.212,London,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1724085894.581284,user_648,239.49.254.91,New York,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1711298694.581284,user_145,225.95.91.5,Sydney,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1725986694.581284,user_143,248.94.53.200,Tokyo,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1714668294.581284,user_766,229.127.132.56,Unknown,desktop,Edge,1,0.8,0.2,0.5,0.2,0.1,0.36
1717951494.581284,user_16,94.209.194.210,Paris,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1712940294.581284,user_807,219.148.12.157,Sydney,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1721753094.581284,user_820,225.110.255.37,Tokyo,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1732380294.581284,user_276,44.239.211.110,New York,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1725122694.581284,user_653,134.47.237.244,Sydney,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1725122694.581284,user_583,115.224.189.106,Sydney,mobile,Safari,0,0.2,0.6,0.1,0.2,0.8,0.38
1734626694.581284,user_469,177.249.115.166,Sydney,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1721061894.581284,user_42,82.239.178.171,Tokyo,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1712940294.581284,user_883,226.149.41.31,London,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1726159494.581284,user_418,235.67.49.46,Unknown,tablet,Edge,1,0.8,0.2,0.5,0.2,0.1,0.36
1706114694.581284,user_110,33.89.232.43,London,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1714927494.581284,user_368,202.247.114.186,Tokyo,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1731170694.581284,user_543,211.106.238.251,Paris,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1726937094.581284,user_110,242.134.253.9,Unknown,mobile,Safari,1,0.8,0.6,0.1,0.2,0.1,0.36
1716914694.581284,user_255,56.198.90.136,Berlin,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1719161094.581284,user_326,62.180.46.34,Berlin,mobile,Edge,0,0.2,0.6,0.5,0.2,0.8,0.45999999999999996
1715359494.581284,user_598,27.12.51.31,Paris,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1715186694.581284,user_466,252.239.56.226,Paris,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1736786694.581284,user_730,234.110.46.57,Sydney,desktop,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1733849094.581284,user_626,207.52.108.217,Paris,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1714149894.581284,user_217,49.53.24.169,London,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1717865094.581284,user_804,188.228.58.83,London,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1726937094.581284,user_7,144.131.113.192,Berlin,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1725813894.581284,user_40,230.114.54.103,New York,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1731170694.581284,user_63,112.10.110.210,London,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1726591494.581284,user_882,128.3.129.223,Paris,tablet,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1715877894.581284,user_610,211.95.196.82,London,mobile,Chrome,0,0.2,0.6,0.1,0.2,0.8,0.38
1713890694.581284,user_513,204.221.71.148,Berlin,desktop,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1730997894.581284,user_477,50.215.37.40,Tokyo,desktop,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1728146694.581284,user_72,25.57.65.150,Tokyo,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1712767494.581284,user_389,114.21.118.85,Sydney,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1735145094.581284,user_326,62.18.152.137,London,mobile,Chrome,0,0.2,0.6,0.1,0.2,0.8,0.38
1715791494.581284,user_663,197.142.155.98,Berlin,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1715705094.581284,user_163,52.148.190.202,Tokyo,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1731170694.581284,user_393,199.45.253.235,Unknown,desktop,Chrome,1,0.8,0.2,0.1,0.2,0.1,0.28
1724517894.581284,user_898,136.230.213.186,Sydney,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1718642694.581284,user_160,224.246.107.67,New York,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1723999494.581284,user_9,114.184.19.7,Berlin,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1736613894.581284,user_610,120.31.43.235,London,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1711471494.581284,user_151,131.45.155.28,New York,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1710089094.581284,user_805,229.142.166.26,Unknown,tablet,Safari,1,0.8,0.2,0.1,0.2,0.1,0.28
1716396294.581284,user_550,246.243.212.28,Tokyo,mobile,Firefox,0,0.2,0.6,0.1,0.2,0.8,0.38
1708620294.581284,user_881,4.110.170.193,New York,desktop,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1711125894.581284,user_569,3.153.119.13,Unknown,tablet,Edge,1,0.8,0.2,0.5,0.2,0.1,0.36
1727369094.581284,user_202,112.42.120.142,Tokyo,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1722876294.581284,user_141,6.253.223.220,Tokyo,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1733330694.581284,user_486,180.166.80.60,Tokyo,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1724431494.581284,user_1000,15.154.108.196,Tokyo,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1732034694.581284,user_794,32.193.3.145,Paris,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1711385094.581284,user_434,52.189.4.230,Unknown,mobile,Edge,1,0.8,0.6,0.5,0.2,0.1,0.44000000000000006
1721493894.581284,user_481,218.147.100.120,New York,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1713890694.581284,user_669,8.93.162.71,Sydney,tablet,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1737305094.581284,user_761,74.145.104.34,Berlin,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1721407494.581284,user_393,105.132.106.155,London,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1731689094.581284,user_422,20.55.55.75,Sydney,mobile,Chrome,0,0.2,0.6,0.1,0.2,0.8,0.38
1716482694.581284,user_586,72.158.192.74,London,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1718988294.581284,user_737,151.145.190.113,New York,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1723653894.581284,user_783,116.22.208.185,Unknown,tablet,Edge,1,0.8,0.2,0.5,0.2,0.1,0.36
1711817094.581284,user_384,29.184.181.4,London,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1709138694.581284,user_196,3.222.159.37,Tokyo,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1722357894.581284,user_197,62.76.79.178,London,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1716396294.581284,user_241,248.55.30.24,London,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1731429894.581284,user_663,168.243.133.53,Sydney,desktop,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1736009094.581284,user_726,125.106.110.63,Berlin,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1736527494.581284,user_336,78.18.177.25,Unknown,tablet,Edge,1,0.8,0.2,0.5,0.2,0.1,0.36
1711471494.581284,user_555,38.103.32.140,Sydney,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1730997894.581284,user_547,32.157.113.251,Sydney,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1715618694.581284,user_431,208.89.195.125,Paris,tablet,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1720889094.581284,user_229,236.1.163.13,New York,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1727369094.581284,user_958,176.170.217.248,Tokyo,desktop,Firefox,0,0.2,0.2,0.1,0.2,0.8,0.3
1706028294.581284,user_206,167.216.197.217,Paris,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1734367494.581284,user_138,103.47.86.75,Paris,mobile,Edge,0,0.2,0.6,0.5,0.2,0.8,0.45999999999999996
1707929094.581284,user_370,112.48.93.55,Paris,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1721234694.581284,user_960,208.3.32.5,Sydney,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1728492294.581284,user_73,45.233.247.206,New York,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1719679494.581284,user_108,50.188.54.77,London,tablet,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1718642694.581284,user_826,134.49.74.112,Berlin,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1726332294.581284,user_202,243.231.233.249,London,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1722789894.581284,user_749,221.222.100.231,Tokyo,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1714841094.581284,user_426,42.40.27.199,Unknown,mobile,Safari,0,0.8,0.6,0.1,0.2,0.8,0.5
1724690694.581284,user_344,115.60.253.108,Berlin,tablet,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1708274694.581284,user_109,91.68.49.139,Paris,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1712853894.581284,user_804,79.128.238.25,Paris,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1734626694.581284,user_271,92.19.64.174,Sydney,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1722703494.581284,user_417,67.152.184.170,London,mobile,Safari,0,0.2,0.6,0.1,0.2,0.8,0.38
1735317894.581284,user_716,168.106.49.69,Paris,desktop,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1722530694.581284,user_908,181.118.53.113,Tokyo,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1729010694.581284,user_464,160.112.88.19,Unknown,desktop,Firefox,1,0.8,0.2,0.1,0.2,0.1,0.28
1720543494.581284,user_429,54.244.165.113,Tokyo,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1714581894.581284,user_640,217.34.109.196,Sydney,mobile,Edge,0,0.2,0.6,0.5,0.2,0.8,0.45999999999999996
1713113094.581284,user_494,57.129.238.149,Unknown,desktop,Chrome,0,0.8,0.2,0.1,0.2,0.8,0.42000000000000004
1713977094.581284,user_474,78.151.219.133,New York,mobile,Chrome,0,0.2,0.6,0.1,0.2,0.8,0.38
1730565894.581284,user_512,177.108.95.61,London,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1707583494.581284,user_276,87.78.71.12,Tokyo,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1730738694.581284,user_369,249.209.206.224,Sydney,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1722530694.581284,user_744,24.81.101.51,Berlin,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1721493894.581284,user_658,55.30.249.189,New York,desktop,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1733589894.581284,user_362,169.213.51.197,Sydney,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1721493894.581284,user_532,56.186.206.232,London,mobile,Firefox,0,0.2,0.6,0.1,0.2,0.8,0.38
1730393094.581284,user_658,197.239.115.243,London,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1733503494.581284,user_922,129.124.178.171,Sydney,desktop,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1719420294.581284,user_717,112.28.65.141,Sydney,tablet,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1732207494.581284,user_506,101.115.139.35,Sydney,desktop,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1734713094.581284,user_525,188.188.65.89,Unknown,desktop,Chrome,1,0.8,0.2,0.1,0.2,0.1,0.28
1713890694.581284,user_660,88.242.251.185,New York,desktop,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1725727494.581284,user_964,15.41.191.47,Tokyo,desktop,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1720025094.581284,user_632,156.245.9.156,London,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1717692294.581284,user_771,194.38.87.175,Sydney,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1723135494.581284,user_139,221.148.1.95,Tokyo,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1722789894.581284,user_77,230.20.79.182,Sydney,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1706373894.581284,user_132,178.181.70.159,Sydney,desktop,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1716050694.581284,user_113,132.227.20.221,Berlin,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1709484294.581284,user_944,150.243.166.196,Tokyo,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1730997894.581284,user_162,134.124.185.121,Paris,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1714754694.581284,user_815,82.24.136.199,Paris,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1705855494.581284,user_772,105.27.124.70,Berlin,mobile,Safari,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1725295494.581284,user_625,161.83.254.221,Berlin,mobile,Chrome,0,0.2,0.6,0.1,0.2,0.8,0.38
1724345094.581284,user_784,19.254.167.230,Paris,mobile,Safari,0,0.2,0.6,0.1,0.2,0.8,0.38
1707669894.581284,user_372,43.22.179.246,Berlin,mobile,Edge,1,0.2,0.6,0.5,0.2,0.1,0.32
1727887494.581284,user_179,113.156.245.238,Paris,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1727887494.581284,user_112,227.188.132.123,London,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1719765894.581284,user_931,217.227.31.243,Unknown,mobile,Edge,0,0.8,0.6,0.5,0.2,0.8,0.5800000000000001
1729183494.581284,user_102,163.252.96.45,London,tablet,Firefox,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1720975494.581284,user_604,34.112.86.183,London,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1715964294.581284,user_555,75.171.101.186,London,tablet,Safari,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1733589894.581284,user_122,167.113.255.12,Tokyo,tablet,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1708620294.581284,user_495,139.20.181.74,Paris,mobile,Chrome,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1736613894.581284,user_235,13.182.203.254,New York,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1707929094.581284,user_567,250.247.8.109,Unknown,desktop,Edge,1,0.8,0.2,0.5,0.2,0.1,0.36
1732380294.581284,user_344,4.30.172.188,Sydney,tablet,Edge,1,0.2,0.2,0.5,0.2,0.1,0.24000000000000005
1733244294.581284,user_158,198.196.56.150,Sydney,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1729788294.581284,user_926,93.210.30.97,Unknown,mobile,Edge,1,0.8,0.6,0.5,0.2,0.1,0.44000000000000006
1709829894.581284,user_487,228.163.10.85,New York,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1717346694.581284,user_520,176.48.157.212,Tokyo,tablet,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
1731861894.581284,user_16,127.39.203.90,Berlin,tablet,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1732985094.581284,user_94,36.89.206.172,Sydney,tablet,Safari,0,0.2,0.2,0.1,0.2,0.8,0.3
1722876294.581284,user_368,152.213.208.85,New York,desktop,Chrome,1,0.2,0.2,0.1,0.2,0.1,0.15999999999999998
1736441094.581284,user_218,27.6.6.174,Tokyo,tablet,Edge,0,0.2,0.2,0.5,0.2,0.8,0.38
1733676294.581284,user_443,94.213.110.139,Sydney,mobile,Firefox,1,0.2,0.6,0.1,0.2,0.1,0.24000000000000005
1715445894.581284,user_944,242.254.187.98,Tokyo,desktop,Chrome,0,0.2,0.2,0.1,0.2,0.8,0.3
